study_hours,attendance,previous_marks,internal_marks,assignment_score,sleep_hours,extracurricular,final_score
3.4,32.3,37.9,35.5,30.4,6.5,1,34.7
9.1,100,100,100,100,9,1,98.7
7.3,80.8,80.8,82.1,72.0,8.2,1,77.4
5.6,62.8,61.0,60.3,52.7,7.0,0,59.0
6.2,67.3,73.3,66.1,65.2,7.3,1,65.3
7.7,84.6,86.9,91.7,86.9,8.6,1,90.7
5.0,58.7,53.5,58.1,54.0,7.0,0,53.3
7.7,79.5,87.8,89.5,80.1,8.7,1,83.5
5.6,58.2,56.6,52.3,61.4,7.4,1,55.5
7.3,84.1,84.6,80.6,78.2,7.8,1,77.1
8.9,88.3,92.1,97.5,85.3,8.9,1,90.6
5.8,58.0,55.4,64.7,63.8,7.9,1,63.3
6.7,74.7,78.3,82.4,80.4,8.1,0,79.7
9.5,97.4,96.5,100,93.0,9,0,98.7
9.0,94.4,97.0,89.5,90.2,9,1,92.8
7.6,79.0,89.8,83.0,91.1,8.7,1,85.5
2.6,30.6,31.9,21.7,29.5,6.1,1,28.0
3.9,37.7,38.2,37.9,47.1,6.3,1,43.0
4.0,40.3,41.9,45.3,43.0,6.9,0,42.8
6.3,70.6,76.7,70.3,74.5,8.3,1,75.2
8.7,90.4,91.4,97.7,100,8.6,1,96.9
4.0,40.2,35.1,37.4,39.3,6.7,0,38.2
8.7,93.4,100,95.4,100,9,1,99.8
6.8,84.2,71.5,83.7,81.9,8.0,0,79.2
3.3,31.8,32.0,34.8,36.9,6.2,1,36.1
8.3,95.7,98.7,91.5,87.9,8.7,0,91.6
5.5,57.4,56.9,50.9,52.3,6.9,0,53.9
8.1,93.2,94.1,97.3,97.6,9,1,94.0
4.7,52.0,65.2,61.5,58.2,7.4,0,57.7
8.1,88.1,90.1,82.4,89.7,8.3,0,85.8
7.0,87.1,81.8,83.2,83.1,7.9,0,80.5
8.6,100,100,92.5,97.7,8.9,1,97.8
3.5,45.0,43.2,51.4,48.3,6.8,0,45.3
4.0,40.7,50.8,48.3,47.1,7.2,0,45.5
6.9,81.7,68.8,72.0,68.4,7.9,1,75.0
7.6,85.9,91.5,91.7,89.9,8.6,1,88.9
8.8,96.7,95.0,86.9,91.3,8.6,0,93.1
1.9,30,20,25.9,20,6.2,1,23.1
7.8,77.7,84.3,81.4,84.8,8.2,0,83.9
5.9,62.3,59.9,65.1,65.8,7.5,0,67.8
1.6,30,21.6,31.8,25.9,6.2,0,25.2
5.8,73.4,65.3,67.1,72.7,7.9,0,70.3
9.0,98.7,91.0,91.4,91.1,8.8,0,97.6
4.3,53.6,54.0,59.2,47.1,6.8,0,52.7
8.3,92.7,100,100,100,8.7,1,98.2
8.5,86.8,92.3,81.8,85.2,8.6,0,88.6
2.7,31.1,33.6,33.8,34.9,6.1,1,34.6
5.1,53.5,57.3,58.3,63.6,7.5,1,58.9
9.0,92.8,100,95.2,98.6,9,1,95.8
5.5,52.6,53.5,51.1,53.9,7.0,1,54.4
4.0,41.4,38.7,50.2,40.3,7.1,1,44.1
4.9,56.3,55.5,46.2,47.3,7.3,0,52.1
2.3,35.4,25.8,28.6,32.8,6.2,1,29.3
4.0,50.0,48.2,48.3,42.7,6.7,0,44.6
8.4,96.9,100,100,100,8.9,1,97.9
5.8,63.6,56.0,66.2,67.1,7.6,0,61.6
5.6,62.7,58.5,56.1,51.6,7.5,0,56.2
2.8,34.7,39.0,35.6,29.5,6.3,1,36.0
8.2,94.4,91.7,92.2,97.1,8.7,1,91.7
8.1,88.2,91.5,85.7,88.4,8.5,1,91.1
8.0,93.3,90.2,90.3,95.2,8.9,0,90.4
8.1,96.4,99.4,92.4,99.7,9.0,0,95.0
5.0,54.6,54.9,57.3,63.3,7.0,0,56.4
4.9,49.0,59.6,60.3,59.8,7.2,0,53.4
3.1,32.7,37.6,31.3,36.5,6.2,1,33.7
9.4,98.1,92.9,100,97.2,9,1,98.9
8.2,83.2,78.8,79.6,81.9,8.5,0,82.9
4.9,61.8,55.6,63.8,53.6,7.7,0,57.8
5.6,61.6,71.7,67.4,63.2,7.7,1,64.1
2.4,30,31.2,28.0,29.9,6.2,1,23.5
3.0,33.8,36.2,33.4,36.9,6.3,1,30.3
7.2,80.2,73.8,82.7,82.3,8.2,1,79.8
6.6,80.5,70.8,72.7,82.7,8.1,0,77.8
1.8,30,20,20,20,5.6,1,21.3
8.5,91.8,99.2,91.9,100,8.9,0,96.4
3.2,30,29.2,41.4,41.7,6.5,1,36.0
3.6,31.3,26.3,39.5,38.2,6.0,1,33.0
2.1,30,25.7,20.2,27.9,5.5,0,21.1
6.7,83.2,80.3,83.0,76.8,8.2,0,77.3
8.7,97.4,90.4,92.2,84.3,8.5,0,91.2
8.1,87.7,78.4,78.0,83.0,7.9,1,81.9
8.6,84.4,85.7,86.7,83.1,8.7,0,88.2
5.4,51.8,55.7,58.4,58.0,6.7,0,51.4
8.4,89.4,86.2,85.2,81.2,8.7,0,85.9
8.4,98.5,100,97.9,96.9,8.9,1,99.5
7.3,81.7,78.8,72.2,70.7,8.2,1,77.6
2.6,30,20,23.7,23.4,6.1,1,24.5
8.4,85.1,78.3,85.7,85.9,8.2,1,85.9
7.5,83.3,77.6,83.9,74.6,8.0,1,79.0
8.6,95.0,100,100,98.7,8.6,1,97.2
7.9,85.2,84.0,93.5,94.1,8.6,1,91.6
2.2,32.9,27.9,28.0,35.5,6.4,1,30.6
5.6,50.5,62.1,50.9,60.7,7.0,1,56.3
9.3,94.4,96.2,99.8,95.2,8.7,0,99.8
2.8,35.4,34.1,41.8,41.0,6.9,0,38.5
8.2,97.4,100,94.7,99.0,9.0,1,97.2
3.6,41.4,35.0,31.3,36.2,6.6,0,38.3
7.9,88.1,78.0,80.3,90.7,8.6,1,84.0
5.2,57.2,53.8,57.3,55.2,7.0,1,60.7
7.2,79.7,84.3,83.2,85.4,8.3,0,85.1
8.1,78.5,91.3,84.1,82.3,8.7,1,84.4
7.8,85.0,85.4,96.6,96.1,8.9,1,91.4
3.6,43.0,47.2,44.4,42.2,6.7,0,40.4
9.2,93.3,97.7,94.2,100,8.8,0,96.9
6.8,76.4,71.3,77.5,68.9,8.1,0,72.7
8.1,99.5,100,90.2,100,8.7,1,96.4
8.4,97.3,92.0,93.8,91.5,8.8,0,95.0
3.1,39.0,44.4,47.5,42.4,6.8,1,40.9
2.5,30,31.8,34.1,33.9,6.5,0,34.5
3.7,30,33.0,31.9,35.9,6.3,1,33.3
3.9,42.1,51.6,42.3,45.6,6.6,1,46.8
8.1,83.6,95.1,96.4,95.1,8.4,1,90.3
5.2,46.5,50.0,49.3,50.5,7.3,0,52.1
4.7,59.7,52.1,52.5,57.3,7.2,1,57.1
8.7,82.6,91.8,88.6,83.9,8.5,0,88.2
3.6,30.3,32.3,33.8,30.8,6.3,0,36.7
2.2,30,23.0,20,20,6.0,1,22.3
8.9,87.2,87.8,87.0,87.0,8.4,0,92.2
7.9,82.5,82.8,79.8,79.2,8.1,1,83.8
2.8,30,37.3,32.9,26.7,6.0,1,29.5
8.7,90.1,87.6,86.1,98.1,9,0,92.3
6.6,77.6,68.9,71.4,77.5,8.2,0,75.7
7.5,81.4,81.1,82.0,80.4,8.6,1,79.9
7.8,91.3,100,92.2,100,8.5,1,93.7
8.4,93.0,100,93.0,100,9,0,98.2
6.9,73.9,81.2,84.4,75.7,8.1,0,80.8
7.0,84.0,87.8,79.3,83.9,8.1,0,79.8
8.2,83.8,83.9,86.4,86.7,8.4,1,83.0
7.5,71.7,73.6,79.5,77.4,8.0,1,75.4
3.0,33.2,30.2,38.9,33.3,6.8,1,37.1
4.6,53.3,57.3,55.6,53.7,7.0,0,50.1
3.4,35.2,39.0,33.1,31.2,6.7,1,36.6
7.3,69.8,75.3,71.5,80.6,8.3,0,75.8
8.7,90.1,97.4,100,93.0,9,0,93.8
8.9,100,100,98.0,91.8,8.9,0,97.1
3.3,35.4,33.1,31.6,38.8,6.5,0,36.0
3.7,30.2,41.6,30.5,33.7,6.7,1,35.7
8.9,97.3,100,94.9,100,8.8,0,98.5
5.5,64.3,71.6,64.3,67.3,7.8,1,63.7
8.0,84.9,82.3,87.2,84.9,8.2,1,85.6
5.8,64.3,60.1,63.4,59.6,7.7,0,64.6
6.0,71.8,70.3,62.9,67.8,8.1,1,68.6
3.3,30,32.0,32.2,36.1,6.6,1,32.9
8.8,89.9,99.7,97.6,90.3,8.9,1,95.5
2.1,30,24.2,20,20,5.8,0,20.8
7.1,82.8,78.0,82.1,83.6,8.5,1,80.8
4.8,57.5,48.4,50.7,58.9,7.4,1,54.5
7.9,79.2,88.4,86.5,91.5,8.4,1,84.7
8.2,89.4,91.8,96.9,93.9,9.0,1,95.6
8.0,86.7,88.1,78.0,85.1,7.9,0,81.2
4.3,33.9,37.9,37.3,44.6,6.4,0,39.5
7.0,82.1,73.5,84.5,87.6,8.0,1,81.3
8.0,84.2,76.3,83.4,85.3,8.3,1,83.6
7.0,87.1,86.1,77.3,80.2,8.4,1,82.9
1.7,30,28.1,25.9,20,6.0,1,20.9
3.8,44.0,33.0,33.7,39.9,6.2,0,37.7
1.9,30,20,20.8,26.1,5.7,1,22.6
2.6,30,35.0,23.7,28.2,6.3,1,28.8
3.9,48.8,53.0,54.0,44.0,6.7,1,48.9
9.1,87.8,88.6,99.6,91.7,9.0,1,94.4
6.0,66.0,56.3,60.0,52.5,7.2,1,59.3
5.0,54.1,59.3,65.8,59.3,7.7,1,61.0
5.4,66.3,62.9,64.8,64.3,7.9,1,66.6
5.3,58.2,50.4,60.7,59.9,6.9,0,55.0
7.8,99.8,91.3,89.1,96.3,8.4,0,92.9
8.0,100,100,89.6,90.7,8.7,1,94.8
3.0,45.9,32.4,39.7,39.4,7.0,0,39.3
7.2,89.0,92.1,87.8,80.0,8.3,1,85.1
5.8,58.2,70.5,59.9,63.8,7.9,0,62.8
7.6,90.9,84.5,88.6,82.7,8.6,0,84.8
6.5,68.4,61.5,67.0,66.6,7.7,1,64.0
8.7,95.3,99.1,100,99.8,8.7,1,96.6
3.7,38.3,42.0,40.9,33.4,6.2,0,38.8
3.7,45.4,33.1,44.7,36.1,6.9,0,39.4
4.4,53.1,49.2,51.4,53.8,7.0,1,51.1
5.5,67.0,57.2,61.9,68.8,7.3,0,65.1
7.3,88.0,87.0,86.0,84.1,8.7,1,83.6
2.7,30,29.2,28.7,24.4,6.3,1,25.1
4.7,58.6,58.0,53.8,56.4,7.1,0,52.6
7.8,74.9,89.2,81.6,79.8,8.4,1,81.3
5.2,66.5,58.3,61.3,69.1,7.9,1,64.2
9.3,100,100,94.3,98.4,9,1,98.3
4.6,38.4,39.6,37.3,49.3,6.8,0,43.9
6.7,87.7,84.5,80.9,79.8,8.1,0,80.8
7.4,82.9,86.6,90.8,86.6,8.1,0,85.3
5.1,67.0,63.3,67.2,64.0,7.4,1,60.7
9.3,96.7,99.8,94.4,92.2,9,0,98.9
2.9,31.6,31.3,27.0,27.7,6.4,0,32.0
3.9,44.0,38.6,36.3,39.2,6.5,1,42.2
8.1,90.6,94.0,96.5,96.1,8.9,0,90.4
5.0,58.0,58.7,56.2,62.3,7.0,1,57.9
6.7,79.4,72.3,82.2,74.3,7.8,0,79.7
4.2,45.5,36.9,36.2,36.9,6.7,0,41.1
1.4,30,27.9,20,24.3,5.6,1,20.4
9.2,100,95.6,98.2,100,8.7,1,98.5
4.7,58.7,56.2,56.4,48.9,7.2,1,54.4
9.2,100.0,98.4,92.6,98.0,9.0,0,95.4
6.9,71.3,68.7,82.8,80.2,8.1,1,75.9
3.3,37.5,46.2,45.0,46.0,7.0,1,43.9
4.6,42.0,49.0,48.3,43.5,7.0,0,47.1
3.1,39.5,44.9,38.4,33.5,6.1,1,37.3
8.1,83.3,79.7,81.6,81.0,8.1,1,81.9
6.8,77.5,79.3,80.2,80.4,8.4,0,76.9
5.9,57.7,67.9,66.7,61.4,7.2,1,64.4
5.1,49.3,57.5,48.8,50.5,6.9,0,53.5
3.6,40.4,30.2,34.5,41.4,6.8,1,37.7
7.4,77.4,71.0,73.6,82.0,7.7,1,75.3
2.7,31.7,33.8,39.9,37.8,6.6,0,33.4
8.2,85.5,84.8,88.9,89.9,8.2,1,86.7
4.6,48.3,59.4,60.1,53.0,7.1,1,54.3
5.4,60.6,60.2,58.5,55.9,7.3,1,56.0
3.4,35.5,41.0,34.5,39.5,6.6,1,33.2
7.8,78.3,83.3,80.1,83.6,8.4,0,78.3
5.6,64.8,68.3,65.4,56.8,7.7,0,62.9
3.5,31.3,37.7,31.1,35.7,6.2,1,32.5
8.6,100,97.4,100,95.5,9,1,99.1
4.7,51.1,65.0,59.2,62.3,7.1,1,57.2
9.0,100,100,99.6,93.4,8.8,1,99.4
8.6,93.7,100,100,100,9,0,99.8
7.9,79.2,90.2,82.2,83.9,8.4,0,85.0
5.8,67.9,58.5,72.6,68.3,7.6,1,65.8
7.0,89.0,83.3,84.0,82.1,8.5,1,82.7
2.7,30,29.6,27.8,26.4,6.0,1,29.8
7.9,98.4,93.8,95.6,97.6,9,0,93.6
5.1,56.8,66.2,57.5,62.9,7.8,1,61.4
8.6,97.8,91.1,87.7,96.3,9.0,0,93.3
9.4,95.9,96.8,100,96.7,9,1,98.1
8.2,92.9,99.6,97.8,95.6,8.8,0,92.3
7.0,73.9,77.0,70.5,70.5,8.1,1,70.7
8.8,100,94.2,92.8,100,9,0,97.2
7.4,82.7,80.1,89.7,91.9,8.7,0,85.6
8.5,93.2,90.4,90.3,86.5,8.8,1,91.2
2.4,30,20.5,29.2,25.0,6.0,0,27.0
3.0,30,22.3,29.6,25.7,6.1,0,25.6
8.4,88.9,88.4,88.8,89.7,8.7,0,95.2
6.4,57.5,68.4,66.6,60.3,7.9,1,63.1
5.3,58.1,56.2,59.7,62.7,7.7,1,60.2
6.6,64.6,78.6,74.1,70.6,7.8,0,71.6
2.3,32.5,27.7,34.0,26.5,5.9,1,29.8
4.3,48.8,43.8,44.3,40.8,7.0,0,45.7
3.0,38.5,37.5,43.2,36.5,6.7,1,40.8
2.4,30,30.4,20,27.4,5.6,0,24.9
2.6,30,22.3,23.7,34.9,6.0,0,29.3
5.1,62.9,62.7,55.3,57.1,7.7,0,58.9
3.7,31.0,32.0,39.3,38.5,6.4,0,33.8
5.2,48.3,60.6,59.5,57.2,6.8,1,52.9
5.9,64.1,64.5,63.9,60.6,7.8,0,62.7
7.7,76.6,76.7,79.9,79.0,8.3,0,81.3
3.9,40.2,40.1,41.2,46.5,6.8,1,40.4
7.0,80.0,79.1,77.7,82.0,7.8,0,79.0
8.6,99.8,86.6,93.5,99.9,9,0,93.0
8.4,80.4,90.3,81.8,86.5,8.1,0,87.2
7.2,83.7,84.4,88.0,86.7,8.0,1,81.3
4.9,60.6,54.4,62.8,59.7,7.3,0,56.6
8.4,95.9,100,100,90.6,8.7,1,95.8
8.4,80.9,90.0,85.2,80.0,8.7,1,85.4
7.2,76.6,82.2,78.6,82.5,8.5,1,82.0
6.4,58.2,71.9,60.2,64.4,8.0,1,65.0
9.5,98.8,100,94.8,100,8.7,1,99.2
7.1,84.1,86.9,81.2,82.5,7.9,0,80.3
2.7,30.9,23.2,29.8,24.6,6.1,0,27.9
6.8,78.3,74.4,72.1,77.4,7.7,0,76.6
8.2,88.4,97.7,92.5,85.0,8.9,0,90.1
2.5,30,24.0,22.9,21.1,5.8,1,22.6
6.6,66.3,69.3,73.3,73.5,8.0,0,73.2
7.9,88.2,96.8,96.3,98.6,8.5,1,94.5
2.8,30,28.5,26.8,22.1,6.3,1,26.4
6.4,71.2,64.9,60.6,66.6,7.8,1,66.1
7.9,80.6,73.7,84.2,83.6,8.4,0,79.5
7.5,85.6,87.1,91.1,87.4,8.3,0,88.7
2.9,37.3,42.0,32.9,42.3,6.1,0,38.5
5.4,62.7,58.9,55.1,60.7,7.6,0,59.8
3.6,35.2,32.9,38.1,44.8,6.7,1,40.6
5.4,63.9,68.1,70.1,59.3,7.3,0,65.1
5.8,52.6,53.7,55.3,62.7,7.6,1,59.2
7.3,73.2,81.0,75.9,80.0,7.7,1,76.7
8.1,94.3,91.2,92.5,100,8.6,0,96.0
5.0,50.9,47.4,59.5,58.8,7.1,1,54.5
2.4,30,28.0,25.1,26.3,5.8,1,25.1
3.4,38.2,24.7,36.8,36.1,6.0,1,32.1
8.6,96.5,87.9,92.5,96.7,9,0,94.0
8.2,86.2,89.7,96.5,98.6,8.9,1,92.4
8.2,84.0,87.0,93.6,89.4,8.8,1,87.5
8.1,94.5,88.7,93.2,86.0,8.8,1,90.9
1.5,30,20,20,20,5.8,1,20.5
7.9,78.1,86.9,81.0,86.4,8.7,1,82.0
5.4,55.8,59.1,65.8,58.4,7.3,1,60.5
6.4,69.5,69.6,57.5,67.8,7.6,1,62.7
4.3,48.5,54.4,53.6,54.8,7.1,0,51.1
5.7,66.1,65.4,72.7,65.9,7.7,1,66.3
3.7,30,39.7,27.5,32.2,6.5,1,33.6
7.7,83.4,87.6,81.7,82.9,8.2,0,88.6
7.3,73.9,73.4,73.6,84.5,8.1,1,78.1
2.1,30,22.0,20,21.5,6.2,1,23.9
4.9,61.7,50.6,54.5,53.3,7.4,0,56.0
2.7,31.4,32.8,38.5,38.0,6.7,1,37.1
9.5,99.6,100,96.0,100,8.6,0,98.2
7.1,68.8,73.9,72.5,80.6,8.2,0,75.7
6.8,74.2,74.9,65.6,71.1,7.8,1,68.9
4.8,54.6,58.0,49.1,45.1,6.7,1,50.2
8.7,89.0,89.9,90.9,92.1,8.7,0,94.3
6.0,63.6,61.4,57.1,60.3,7.4,1,58.1
7.2,87.8,78.0,88.0,81.0,8.5,0,84.6
8.6,97.0,98.3,98.4,98.8,8.9,0,92.7
9.0,100.0,98.3,100,97.2,9.0,0,99.8
9.1,93.2,100,100,100,9,0,99.6
7.9,81.5,81.1,82.5,83.4,7.9,0,80.5
8.3,98.3,88.4,90.9,99.3,8.7,1,95.9
4.4,53.2,52.2,54.2,60.2,6.9,1,53.7
8.3,97.5,93.7,93.0,93.9,9.0,0,90.9
3.5,46.7,38.0,38.2,39.0,6.9,0,42.5
9.4,99.7,94.5,100,100,8.6,0,98.0
6.2,64.4,61.8,59.7,58.5,7.7,1,63.9
9.0,100,100,95.4,100,9,0,99.6
9.5,100,91.2,98.5,100,9,1,97.5
3.4,46.4,39.1,52.2,42.4,7.2,1,45.4
3.9,39.5,46.1,38.9,33.5,6.3,1,39.7
5.6,62.7,56.0,58.6,57.8,7.2,0,60.0
6.9,71.5,72.5,81.8,72.8,7.9,1,76.3
7.7,85.6,83.4,92.0,81.6,8.1,0,86.8
7.4,81.5,86.4,79.5,92.8,8.8,0,86.0
4.3,45.9,52.6,53.6,44.4,7.3,1,50.9
8.8,100,98.7,98.7,95.0,8.8,1,100.0
9.1,100,100,99.9,100,9.0,0,99.6
9.0,100,90.0,98.9,88.4,9.0,0,95.3
7.1,87.8,89.3,82.6,76.7,8.3,1,81.6
8.6,93.6,95.2,89.2,100,8.5,0,96.1
8.6,97.8,93.2,91.1,97.7,8.8,1,97.5
8.2,93.5,89.5,86.9,86.4,8.8,1,87.5
2.4,30,34.1,26.4,23.5,6.0,0,26.9
8.6,80.6,91.8,80.8,87.6,8.5,0,87.6
9.0,95.9,91.8,96.1,100,9,1,96.4
7.9,80.7,76.4,74.1,76.1,8.4,1,80.3
3.7,45.9,42.2,50.1,43.4,7.0,1,45.8
6.0,72.4,69.4,77.7,70.5,8.0,0,72.9
7.6,76.4,75.2,71.9,80.1,8.2,1,77.0
4.3,46.8,45.2,42.6,43.4,6.9,1,48.1
6.8,79.7,82.1,77.4,81.2,8.3,1,80.7
8.4,90.2,88.1,95.8,88.4,9,0,94.5
9.0,93.8,95.8,95.1,97.2,9,0,99.8
7.3,85.3,78.6,76.9,77.3,8.4,0,83.6
3.9,46.4,47.6,48.7,46.6,6.8,0,42.1
8.8,100,98.3,100,99.3,8.8,0,97.4
1.7,30,26.1,20,26.1,5.9,0,21.5
7.5,79.5,74.7,75.9,81.1,7.9,1,75.0
9.6,99.0,100,99.9,98.6,9,1,98.1
8.6,100,94.5,100,100,9,1,99.9
5.0,49.0,57.4,61.3,61.0,7.3,0,55.2
6.8,75.0,83.5,82.4,77.3,8.6,1,81.2
3.5,37.1,31.4,27.6,38.3,6.1,0,31.8
5.7,75.8,68.6,67.5,69.0,8.1,1,68.9
8.4,96.8,96.4,94.9,93.8,8.5,1,95.9
5.1,59.4,50.3,61.9,51.6,7.6,1,56.7
4.4,57.9,50.3,59.4,57.8,6.8,1,54.0
4.1,40.9,40.8,34.4,34.7,6.7,0,39.2
2.0,30,20,20,26.7,5.8,0,21.6
7.3,75.5,77.0,86.1,78.9,8.2,0,80.2
6.0,76.4,74.0,72.2,74.3,8.3,0,73.1
3.6,41.3,37.4,43.5,44.0,7.0,0,43.1
3.4,42.4,41.2,39.0,49.1,6.6,1,42.1
8.8,95.6,100,86.9,86.2,8.6,1,92.4
8.1,89.1,87.2,81.5,83.5,8.6,0,85.8
8.8,88.9,95.8,88.1,87.9,9.0,1,93.8
1.8,30,25.5,20,28.2,5.9,0,23.5
9.0,98.8,92.5,89.4,95.5,8.7,1,93.9
2.0,35.0,34.8,34.5,30.5,6.1,1,28.7
1.8,30,26.1,29.4,32.2,5.9,0,27.0
7.0,89.9,84.1,80.3,85.7,8.1,0,83.8
8.2,91.2,82.2,93.3,83.1,8.7,0,88.3
4.9,58.7,47.5,48.5,59.1,7.1,1,53.2
2.5,37.2,29.2,36.1,36.0,6.3,1,33.6
6.9,72.8,72.3,73.5,70.6,7.9,0,69.9
4.2,51.2,50.7,46.2,48.2,7.2,0,46.6
5.6,67.5,71.5,73.0,62.0,7.5,0,66.6
7.4,86.5,82.7,85.9,88.0,8.4,1,82.6
8.1,85.6,81.0,89.5,90.9,8.2,0,87.6
6.6,69.7,72.6,74.7,75.1,8.1,1,70.7
3.1,30,27.1,33.5,32.0,6.2,0,34.5
8.8,90.1,88.2,92.0,92.9,8.9,0,90.5
7.9,91.2,90.1,87.0,84.1,8.2,1,85.0
2.6,35.0,42.0,28.5,38.9,6.7,1,34.9
3.5,32.4,38.6,38.1,32.9,6.4,0,38.0
8.5,87.3,83.7,86.0,91.6,8.3,0,87.6
8.6,83.5,95.8,88.9,88.4,8.6,1,88.3
9.4,100,100,100.0,97.3,8.8,1,97.2
8.2,95.7,87.9,83.8,82.4,8.8,0,88.8
7.8,98.4,88.4,88.2,94.1,8.3,0,91.9
2.0,30,27.3,23.2,28.9,5.9,1,28.4
7.2,83.7,85.1,81.1,91.7,8.6,1,85.8
3.5,32.6,39.2,42.8,34.9,6.8,0,37.2
8.7,84.8,92.6,85.7,85.4,8.7,1,91.8
7.8,95.5,89.4,95.5,88.8,8.4,0,92.4
6.5,72.9,72.9,68.0,63.0,7.6,1,67.8
8.5,90.3,89.5,92.2,99.2,8.7,0,95.3
8.6,91.5,95.5,100,89.8,8.6,0,96.2
8.4,93.9,89.1,99.1,91.9,8.9,0,95.6
9.0,95.4,93.9,89.7,100,8.9,0,95.6
6.0,64.6,51.9,61.4,53.7,7.7,1,59.3
6.2,74.2,68.4,63.9,69.2,7.9,0,69.2
4.6,52.1,61.3,48.7,56.9,7.0,1,55.2
3.7,48.2,39.3,43.7,41.5,6.8,0,42.5
8.3,88.9,93.7,94.5,86.6,8.7,1,92.4
7.3,82.9,73.0,76.9,77.7,8.2,0,79.2
8.6,94.4,83.5,85.3,94.9,8.6,0,90.8
4.6,60.5,54.0,60.7,53.5,7.3,1,55.3
8.0,94.3,88.6,93.8,85.7,9.0,1,92.1
7.3,86.4,80.8,91.8,84.4,8.4,0,86.8
2.4,32.7,38.1,36.3,31.7,6.6,0,33.2
6.2,64.1,72.3,72.0,64.8,7.8,1,67.8
8.4,82.1,89.5,92.4,81.6,8.8,0,87.7
5.1,55.7,47.5,59.2,53.2,7.3,1,52.9
9.1,88.8,88.3,87.4,92.1,8.9,0,94.2
7.7,96.1,94.1,90.9,97.9,8.7,0,91.5
2.8,30,34.2,27.9,30.5,6.3,0,27.4
5.5,72.2,68.7,71.6,69.6,7.4,0,65.6
6.5,78.6,74.8,82.6,76.8,7.9,0,75.9
2.0,30,26.7,26.2,20,5.9,0,22.5
4.0,55.1,51.1,52.8,51.0,7.0,1,51.0
8.7,93.7,98.9,99.2,96.4,8.7,1,94.8
7.6,81.7,85.9,85.3,82.2,8.5,0,79.2
8.7,100,100,100,99.3,8.8,1,97.9
3.9,40.1,36.0,36.6,34.6,6.7,0,39.4
6.5,72.5,72.5,78.2,79.8,8.3,1,79.4
5.8,59.3,66.9,62.3,63.8,7.7,0,62.3
7.9,91.3,81.4,90.5,89.6,8.4,0,86.3
5.0,47.2,47.2,47.3,53.4,7.1,1,51.0
7.6,88.8,87.4,89.1,87.8,8.5,0,90.3
7.8,80.3,79.8,87.7,80.1,8.4,1,83.5
7.0,70.9,74.4,80.3,77.2,7.8,0,76.6
7.1,81.3,89.2,78.0,79.2,8.0,0,82.0
7.2,80.6,66.0,76.3,73.1,8.3,0,73.9
4.3,49.7,48.8,56.6,56.9,7.3,1,53.8
5.3,57.6,55.4,54.2,59.7,7.0,0,54.5
8.4,98.6,92.5,88.0,87.7,9,0,92.9
7.7,86.1,88.4,92.2,90.2,8.3,0,91.7
8.0,83.6,92.0,84.3,93.9,8.6,0,88.7
6.8,68.4,69.7,71.6,66.1,7.9,1,69.7
7.7,88.2,81.4,88.3,88.8,8.5,0,84.6
8.4,92.0,90.6,94.1,86.6,8.4,1,92.6
1.7,30,29.0,26.3,20,5.6,0,21.8
7.6,79.5,86.1,82.9,82.7,8.4,0,83.5
3.6,39.6,28.6,27.0,32.5,6.7,1,34.0
2.7,30,27.9,28.4,37.1,6.3,0,30.9
8.1,92.4,92.4,95.0,87.5,8.9,1,90.0
9.0,100,100,100,99.2,8.6,0,97.7
8.1,86.4,80.2,90.0,84.9,8.3,1,88.1
6.3,68.0,63.7,75.8,65.7,7.6,1,70.8
7.8,71.5,81.0,73.6,77.7,8.2,0,78.3
7.9,91.9,86.3,90.6,90.6,9.0,1,90.5
6.6,69.0,60.0,64.9,63.1,7.3,0,65.5
2.8,30,24.3,24.2,24.0,5.9,0,26.2
3.9,42.3,44.4,50.6,43.1,7.2,0,44.8
8.3,100,100,97.4,100,9,1,98.9
6.3,66.7,62.0,60.8,62.1,7.7,1,63.3
8.4,86.6,98.3,89.0,97.6,8.9,1,90.8
5.3,56.5,55.9,64.4,56.3,7.5,1,63.0
3.6,41.0,44.0,41.0,41.9,6.8,1,45.9
6.9,80.9,80.5,72.6,78.3,8.0,0,76.7
4.8,52.8,57.8,52.4,57.9,6.7,1,52.1
5.9,64.5,62.2,67.1,67.6,7.8,0,61.3
9.4,96.1,89.7,92.1,100,8.8,1,97.5
5.7,56.2,53.9,52.1,61.9,7.4,0,59.1
4.6,41.8,52.2,46.1,50.9,7.2,0,47.2
8.9,99.0,92.3,95.8,98.4,8.4,1,94.6
6.2,59.4,66.4,66.9,60.7,7.5,0,65.4
5.9,76.0,75.4,70.5,70.4,7.5,0,69.7
9.1,96.6,97.5,96.9,100,9,0,99.2
7.4,78.8,74.9,72.1,82.2,7.7,0,76.9
5.2,62.6,61.9,56.1,53.7,7.1,1,60.3
6.1,66.7,54.4,57.0,53.7,7.2,1,60.1
4.8,60.4,64.9,63.8,66.2,7.5,0,59.7
7.4,77.8,80.9,72.7,81.4,7.7,1,75.5
5.9,73.4,60.2,61.1,61.7,7.9,0,66.8
8.8,91.7,100,99.4,99.8,8.9,1,97.2
5.4,61.8,65.1,63.8,61.1,7.1,0,59.5
4.8,55.1,65.1,59.4,58.2,7.1,0,59.3
8.3,94.8,92.3,90.3,99.3,8.6,0,96.8
9.3,89.8,92.8,93.6,89.2,8.7,1,95.9
